signal,group,source_kind,sample_count,valid_fraction,p05,p50,p95,range_p95_p05,step95_standardized
manny.clavicle_l.loc.z,shoulders,manny,1322,1.0,139.33835476913285,139.33835476913285,139.33835476913285,0.0,0.0
manny.clavicle_l_lift_from_pelvis,shoulders,manny,1322,1.0,47.98420590438673,47.98420590438673,47.98420590438673,0.0,0.0
manny.clavicle_r.loc.x,shoulders,manny,1322,1.0,-1.2064699856554548,-1.2064699856554548,-1.2064699856554548,0.0,0.0
manny.clavicle_r.loc.y,shoulders,manny,1322,1.0,-1.6602404593463405,-1.6602404593463405,-1.6602404593463405,0.0,0.0
manny.clavicle_r.loc.z,shoulders,manny,1322,1.0,139.33800114202862,139.33800114202862,139.33800114202862,0.0,0.0
manny.clavicle_r_lift_from_pelvis,shoulders,manny,1322,1.0,47.983852277282494,47.983852277282494,47.983852277282494,0.0,0.0
manny.hand_l.loc.x,arms_measure_only,manny,1322,1.0,13.95456251167092,28.252329077482386,56.75507678568723,42.80051427401631,0.031114848784909176
manny.hand_l.loc.y,arms_measure_only,manny,1322,1.0,0.14253447051835905,19.589512052265675,46.03898468468373,45.89645021416538,0.04539982324267361
manny.hand_l.loc.z,arms_measure_only,manny,1322,1.0,87.89928191823157,111.59112974194863,150.22043121538186,62.3211492971503,0.05661642832686774
manny.hand_r.loc.x,arms_measure_only,manny,1322,1.0,-57.5946373454146,-25.37024376038834,-12.257718557763733,45.336918787650866,0.023837804654036412
manny.hand_r.loc.y,arms_measure_only,manny,1322,1.0,0.480161251951135,17.999575505759367,45.65994745792186,45.17978620597072,0.04661429638529324
manny.hand_r.loc.z,arms_measure_only,manny,1322,1.0,86.68110895876481,110.437273354883,147.20387693001027,60.52276797124546,0.05634712608531095
manny.head.loc.x,head,manny,1322,1.0,0.0004145903011560925,0.0004145903011560925,0.0004145903011560925,0.0,0.0
manny.head.loc.y,head,manny,1322,1.0,0.8552774016436615,0.8552774016436615,0.8552774016436615,0.0,0.0
manny.head.loc.z,head,manny,1322,1.0,155.79384923667322,155.79384923667322,155.79384923667322,0.0,0.0
manny.head.local_rot.pitch,head,manny,1322,1.0,-2.5829457307490028e-15,-2.5829457307490028e-15,-2.5829457307490028e-15,0.0,0.0
manny.head.local_rot.roll,head,manny,1322,1.0,-9.329945960452399e-15,-9.329945960452399e-15,-9.329945960452399e-15,0.0,0.0
manny.head.local_rot.yaw,head,manny,1322,1.0,-11.491677251731378,-11.491677251731378,-11.491677251731378,0.0,0.0
manny.pelvis.loc.x,pelvis,manny,1322,1.0,0.0,0.0,0.0,0.0,0.0
manny.pelvis.loc.y,pelvis,manny,1322,1.0,2.2401885986328693,2.2401885986328693,2.2401885986328693,0.0,0.0
manny.pelvis.loc.z,pelvis,manny,1322,1.0,91.35414886474612,91.35414886474612,91.35414886474612,0.0,0.0
manny.spine_03.loc.x,torso,manny,1322,1.0,-5.773159728050814e-15,-5.773159728050814e-15,-5.773159728050814e-15,0.0,0.0
manny.spine_03.loc.y,torso,manny,1322,1.0,3.9967579524452503,3.9967579524452503,3.9967579524452503,0.0,0.0
manny.spine_03.loc.z,torso,manny,1322,1.0,107.90123801063885,107.90123801063885,107.90123801063885,0.0,0.0
manny.torso_height,torso,manny,1322,1.0,16.547089145892727,16.547089145892727,16.547089145892727,0.0,0.0
mp_body.ankle_mid.x,lower_body_measure_only,mp_body,1322,1.0,3.7616200777173203,5.673010273980859,6.894387520880395,3.1327674431630745,0.05500385243974759
mp_body.ankle_mid.y,lower_body_measure_only,mp_body,1322,1.0,-31.054449258332255,-20.17879010244502,-11.95468754747876,19.099761710853493,0.03064904904345722
mp_body.ankle_mid.z,lower_body_measure_only,mp_body,1322,1.0,-73.18245097994804,-71.17398232221603,-67.27270469069481,5.909746289253235,0.03244659128994527
mp_body.ear_mid.x,head_mp_diagnostic,mp_body,1322,1.0,-8.002887626725816,-3.801737333067197,-1.9475463779633586,6.055341248762457,0.030932699728627944
mp_body.ear_mid.y,head_mp_diagnostic,mp_body,1322,1.0,1.985850120683921,18.938216007809825,26.74058106923725,24.75473094855333,0.03555255183740241
