group,pair_kind,source,target,sample_count,valid_fraction,source_range_p95_p05,target_range_p95_p05,amplitude_ratio_target_over_source,corr_zero_lag,best_lag_seconds,corr_best_lag,best_abs_lag_seconds,corr_best_abs_lag,source_step95_standardized,target_step95_standardized,step95_ratio_target_over_source,measurement_only,stage_gate,mediapipe_advance_ms,flags
shoulders,stage2_shoulder_hint,mp_body.left_shoulder_lift_from_hips,fused.left.shoulder_lift_from_pelvis,1327,0.9992469879518072,45.5397989643269,140.83071725011285,3.092475602723478,-0.045883053787058904,nan,nan,0.03565474972128868,-0.04849278575585458,0.0052913751730062075,0.00329189388702988,0.6221244533601356,False,fail,71.0588,low_correlation
shoulders,stage2_shoulder_hint,mp_body.right_shoulder.z,fused.right.shoulder.z,1327,0.9992469879518072,27.86913698205692,140.75612542272026,5.050609407580283,0.31472804386015263,-0.6061307452619076,0.35405249199199423,-0.6061307452619076,0.35405249199199423,0.011250792158397652,0.003388046336983837,0.3011384700103078,False,fail,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
shoulders,stage2_shoulder_hint,mp_body.right_shoulder_lift_from_hips,fused.right.shoulder_lift_from_pelvis,1327,0.9992469879518072,27.914101373797802,140.75612542272026,5.042473821308256,0.30701302262588354,-0.6061307452619076,0.350008655968246,-0.6061307452619076,0.350008655968246,0.011204549629093688,0.003388046336983837,0.30238130483946,False,fail,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
torso,output_verification,fused.torso_height,manny.torso_height,1328,1.0,13.039564049517857,0.0,0.0,nan,nan,nan,nan,nan,0.03084276441850461,0.0,0.0,False,fail,71.0588,flat_target;low_correlation;amplitude_mismatch
torso,stage1_torso_hint,mp_body.shoulder_mid.z,fused.chest.loc.z,1327,0.9992469879518072,36.04347243010219,13.039564049517864,0.36177324687029033,0.15517664016873867,0.7487497441470623,0.2913969377570003,0.7487497441470623,0.2913969377570003,0.00622703840955216,0.030842764418504556,4.953039051628834,False,fail,71.0588,low_correlation;lag_over_100ms;jitter_or_step_mismatch
torso,stage1_torso_hint,mp_body.torso_forward_proxy,fused.torso_forward_proxy,1327,0.9992469879518072,28.98380842571617,19.047392747089663,0.6571735662656973,0.13541501861113736,-0.7487497441470623,0.2512875048577044,-0.7487497441470623,0.2512875048577044,0.02833747899788848,0.0335609960493899,1.1843324542698608,False,fail,71.0588,low_correlation;lag_over_100ms
torso,stage1_torso_hint,mp_body.torso_height,fused.torso_height,1327,0.9992469879518072,36.09192116333037,13.039564049517857,0.36128761310623,0.14111258159257734,0.7487497441470623,0.2911345323679965,0.7487497441470623,0.2911345323679965,0.0062215639097289695,0.03084276441850461,4.957397346714424,False,fail,71.0588,low_correlation;lag_over_100ms;jitter_or_step_mismatch
torso,stage1_torso_hint,mp_body.torso_side_proxy,fused.torso_side_proxy,1327,0.9992469879518072,51.15082733955782,13.267996394139214,0.2593896733294541,0.38969423537849085,-0.28523799777030945,0.3913140640027544,-0.28523799777030945,0.3913140640027544,0.008208693375566005,0.038042633891888306,4.634432320876548,False,fail,71.0588,low_correlation;lag_over_100ms;jitter_or_step_mismatch
torso,stage1_torso_shape_raw_units,mp_world.shoulder_mid.z,fused.chest.loc.z,1322,0.9954819277108434,0.18143815000983732,13.039564049517864,71.86781858617319,0.36142335265158265,-0.7449225224554539,0.47367763317284856,-0.7449225224554539,0.47367763317284856,0.04880218252468741,0.030842764418504556,0.6319955957482479,False,fail,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
torso,stage1_torso_shape_raw_units,mp_world.torso_height,fused.torso_height,1322,0.9954819277108434,0.1815543836073778,13.039564049517857,71.82180782655567,0.36193517774177925,-0.7449225224554539,0.4741479488427973,-0.7449225224554539,0.4741479488427973,0.0487774435565103,0.03084276441850461,0.6323161315900502,False,fail,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_measure_only,quest.left.elbow.x,mp_body.left_elbow.x,1327,0.9992469879518072,10.434462928771973,34.6486242612524,3.320594888090726,0.2668178188335188,-0.03565474972128868,0.2822761050978151,-0.03565474972128868,0.2822761050978151,0.05016742301304307,0.00954915566254561,0.19034574807765026,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,arm_conflict_measure_only,quest.left.elbow.y,mp_body.left_elbow.y,1327,0.9992469879518072,7.625034475326544,16.280375055094975,2.1351215011257723,0.06512864453161732,-0.03565474972128868,0.1688148749238675,-0.03565474972128868,0.1688148749238675,0.09154896851896537,0.06361911961680378,0.6949190214374112,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,arm_conflict_measure_only,quest.left.elbow.z,mp_body.left_elbow.z,1327,0.9992469879518072,5.092231750488281,33.75293471831306,6.628318657153923,0.04379537267094117,-0.7487497441470623,0.1682344690066908,-0.7487497441470623,0.1682344690066908,0.10289774949097238,0.014130390190392639,0.13732457959765537,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_measure_only,quest.left.wrist.x,mp_body.left_wrist.x,1327,0.9992469879518072,10.127764320373533,36.684145770134855,3.622136594977742,0.4740060931338797,0.0,0.47400609313387926,0.0,0.47400609313387926,0.04413850196915559,0.010827724150200703,0.2453124521028652,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,arm_conflict_measure_only,quest.left.wrist.y,mp_body.left_wrist.y,1327,0.9992469879518072,18.32178521156311,22.50685691466258,1.2284205198769724,0.18696869304340785,-0.7487497441470623,0.3588321237378243,-0.7487497441470623,0.3588321237378243,0.032110109710398196,0.06362747506406521,1.9815402575052794,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms
arms_measure_only,arm_conflict_measure_only,quest.left.wrist.z,mp_body.left_wrist.z,1327,0.9992469879518072,19.06513786315918,13.427461963526653,0.704293987271575,0.5791253243919424,0.14261899888515472,0.6177350634584383,0.14261899888515472,0.6177350634584383,0.050625998999762216,0.03866352283191676,0.76370883727348,True,measure_only_no_authority,71.0588,lag_over_100ms
arms_measure_only,arm_conflict_measure_only,quest.right.elbow.x,mp_body.right_elbow.x,1327,0.9992469879518072,14.131844234466552,72.7361745026157,5.146969729910934,0.6042014809132228,-0.2139284983277321,0.6296428832793085,-0.2139284983277321,0.6296428832793085,0.03941270587440132,0.007272306704930792,0.18451680856690883,True,measure_only_no_authority,71.0588,lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_measure_only,quest.right.elbow.y,mp_body.right_elbow.y,1327,0.9992469879518072,8.80374307632448,31.54932961100983,3.5836267979984626,-0.06946896114405926,nan,nan,-0.7487497441470623,-0.2504034125192629,0.08442260457378163,0.028632571967410758,0.3391576475514583,True,measure_only_no_authority,71.0588,low_correlation
arms_measure_only,arm_conflict_measure_only,quest.right.elbow.z,mp_body.right_elbow.z,1327,0.9992469879518072,10.914325904846194,22.124992814663855,2.0271515627767616,0.21359709107718086,-0.2139284983277321,0.3550889764513829,-0.2139284983277321,0.3550889764513829,0.047146279048516274,0.023656382058067478,0.5017656225579049,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms
arms_measure_only,arm_conflict_measure_only,quest.right.wrist.x,mp_body.right_wrist.x,1327,0.9992469879518072,16.606061077117918,86.27058237597173,5.1951261635937875,0.3456079199826295,-0.7487497441470623,0.36730116314278294,-0.7487497441470623,0.36730116314278294,0.04428486924651199,0.009162573989677625,0.20690078000849685,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_measure_only,quest.right.wrist.y,mp_body.right_wrist.y,1327,0.9992469879518072,11.734447574615473,54.31038633378256,4.628286588562501,0.07681565342723919,-0.7487497441470623,0.2096349182920327,-0.7487497441470623,0.2096349182920327,0.05779777773427064,0.019500744971120337,0.33739610302625106,True,measure_only_no_authority,71.0588,low_correlation;lag_over_100ms;amplitude_mismatch
arms_measure_only,arm_conflict_measure_only,quest.right.wrist.z,mp_body.right_wrist.z,1327,0.9992469879518072,10.744786071777341,37.51262877528123,3.4912401721811204,-0.0843456836815966,nan,nan,-0.7487497441470623,-0.15262026486931635,0.06961916740879306,0.01611174347769799,0.23142683369211103,True,measure_only_no_authority,71.0588,low_correlation
