space,landmark,group,valid_samples,valid_fraction,reliability_p50,visibility_p50,presence_p50,x_range_p95_p05,y_range_p95_p05,z_range_p95_p05
mp_body,left_shoulder,shoulders,1322,1.0,0.9714255034923553,nan,nan,4.958422401620279,20.009335866130506,4.286901205778122
mp_body,right_shoulder,shoulders,1322,1.0,0.9716665744781494,nan,nan,4.853989921187665,18.864886239959574,3.2401393353939056
mp_body,left_elbow,arms_measure_only,1322,1.0,0.9433532655239105,nan,nan,18.163488088580852,19.78158131794327,34.10293430089951
mp_body,right_elbow,arms_measure_only,1322,1.0,0.9385083019733429,nan,nan,21.362256039204652,23.080932454584765,31.910716593265533
mp_body,left_wrist,arms_measure_only,1322,1.0,0.925187349319458,nan,nan,34.62518479341858,30.438366773380466,70.17106609418988
mp_body,right_wrist,arms_measure_only,1322,1.0,0.9248303472995758,nan,nan,43.25645333896326,26.823404218719446,66.44127801526338
mp_body,left_pinky,arms_measure_only,1322,1.0,0.8873890936374664,nan,nan,39.2360095747494,32.134937182742235,79.98916232958436
mp_body,right_pinky,arms_measure_only,1322,1.0,0.8948130905628204,nan,nan,50.50269050877412,28.147931693542002,76.30017947405577
mp_body,left_index,arms_measure_only,1322,1.0,0.8884764313697815,nan,nan,39.44932055033567,27.756401518832018,81.9735802942887
mp_body,right_index,arms_measure_only,1322,1.0,0.8983080089092255,nan,nan,51.12898021585771,24.55785579247644,76.18633139878511
mp_body,left_thumb,arms_measure_only,1322,1.0,0.8859866559505463,nan,nan,35.46885395976483,29.349012742541895,72.79240969568492
mp_body,right_thumb,arms_measure_only,1322,1.0,0.893732875585556,nan,nan,44.73061980637474,25.74708505570404,67.76536470046267
mp_body,left_hip,pelvis,1322,1.0,0.9719181954860687,nan,nan,0.9926806421375165,0.505865550188513,1.327651136671193
mp_body,right_hip,pelvis,1322,1.0,0.9719496071338654,nan,nan,0.7687414862389641,0.4896060950115563,1.3356642192229629
mp_body,left_knee,lower_body_measure_only,1322,1.0,0.9289048314094543,nan,nan,3.717798029564319,10.811532181633723,1.566738337278366
mp_body,right_knee,lower_body_measure_only,1322,1.0,0.9335246086120605,nan,nan,2.557905179503517,10.963971598203697,2.4079906940460205
mp_body,left_ankle,lower_body_measure_only,1322,1.0,0.9099647104740143,nan,nan,5.0803846203926,19.316373811593785,5.767003893852234
mp_body,right_ankle,lower_body_measure_only,1322,1.0,0.922858327627182,nan,nan,4.664686949892423,19.02978688796106,6.536964476108551
mp_body,left_heel,lower_body_measure_only,1322,1.0,0.6534564793109894,nan,nan,5.329183775550744,20.1577225991009,6.101871132850647
