space,landmark,group,valid_samples,valid_fraction,reliability_p50,visibility_p50,presence_p50,x_range_p95_p05,y_range_p95_p05,z_range_p95_p05
mp_world,nose,head_mp_diagnostic,1323,0.9962349397590361,0.9776603579521179,0.9783458709716797,0.9779143333435059,0.730853796005249,0.44517230093479154,0.2584126718342304
mp_world,left_eye_inner,head_mp_diagnostic,1323,0.9962349397590361,0.9770353436470032,0.9781139492988586,0.9775776863098145,0.7823147475719452,0.47736252695322035,0.25983565896749483
mp_world,left_eye,head_mp_diagnostic,1323,0.9962349397590361,0.977027416229248,0.9781202077865601,0.9775660634040833,0.7825048029422759,0.4768745228648186,0.2601350761950014
mp_world,left_eye_outer,head_mp_diagnostic,1323,0.9962349397590361,0.9770084023475647,0.9781032204627991,0.9775263071060181,0.7824161827564238,0.47754335403442383,0.25987944304943067
mp_world,right_eye_inner,head_mp_diagnostic,1323,0.9962349397590361,0.976842999458313,0.9779853820800781,0.977484405040741,0.8001770108938215,0.45730546712875364,0.25193968340754497
mp_world,right_eye,head_mp_diagnostic,1323,0.9962349397590361,0.9767955541610718,0.9779332876205444,0.9774647355079651,0.800009086728096,0.46023893356323237,0.2519827105104922
mp_world,right_eye_outer,head_mp_diagnostic,1323,0.9962349397590361,0.9767727851867676,0.9779375195503235,0.9774336814880371,0.798952692747116,0.45890419036149976,0.2519386447966097
mp_world,left_ear,head_mp_diagnostic,1323,0.9962349397590361,0.9764384627342224,0.9775962233543396,0.9774714112281799,0.7369091674685477,0.5218889296054837,0.2476933144032955
mp_world,right_ear,head_mp_diagnostic,1323,0.9962349397590361,0.9762307405471802,0.9774796962738037,0.9774079918861389,0.8072096556425095,0.4489062175154686,0.21349615938961503
mp_world,mouth_left,head_mp_diagnostic,1323,0.9962349397590361,0.9775554537773132,0.9782389998435974,0.977943480014801,0.6812743619084358,0.4414896950125694,0.2538443826138971
mp_world,mouth_right,head_mp_diagnostic,1323,0.9962349397590361,0.9774109721183777,0.9781533479690552,0.9778872132301331,0.6993327736854553,0.4243146687746048,0.2431745201349258
mp_world,left_shoulder,shoulders,1323,0.9962349397590361,0.9779267907142639,0.9784940481185913,0.9780586957931519,0.4498077943921089,0.45279180631041516,0.18796907179057598
mp_world,right_shoulder,shoulders,1323,0.9962349397590361,0.9775710105895996,0.9783517718315125,0.9778700470924377,0.6906278431415557,0.27466950267553325,0.16744857970625154
mp_world,left_elbow,arms_measure_only,1323,0.9962349397590361,0.9609896540641785,0.9626876711845398,0.9767916202545166,0.3427936300635338,0.3377026852918789,0.14633441790938373
mp_world,right_elbow,arms_measure_only,1323,0.9962349397590361,0.9398617744445801,0.9409612417221069,0.9773215651512146,0.7776756256818771,0.22262768559157844,0.22873206660151457
mp_world,left_wrist,arms_measure_only,1323,0.9962349397590361,0.9358718395233154,0.940113365650177,0.9744917750358582,0.3793086804449558,0.13558963835239404,0.1862216316163538
mp_world,right_wrist,arms_measure_only,1323,0.9962349397590361,0.9293211698532104,0.9325588345527649,0.9750096797943115,0.9722316563129424,0.37485873103141765,0.39284667223691905
mp_world,left_pinky,arms_measure_only,1323,0.9962349397590361,0.8970254063606262,0.9028540849685669,0.9726851582527161,0.3716046139597892,0.19731986336410046,0.2066678136587139
mp_world,right_pinky,arms_measure_only,1323,0.9962349397590361,0.8961518406867981,0.9010459780693054,0.9731869697570801,1.0039283871650695,0.4294749483466146,0.4245109915733337
mp_world,left_index,arms_measure_only,1323,0.9962349397590361,0.9027227759361267,0.9079577326774597,0.9729759693145752,0.402047912031412,0.19958663322031497,0.2338313452899456
mp_world,right_index,arms_measure_only,1323,0.9962349397590361,0.9020872116088867,0.9068875908851624,0.9732560515403748,1.0059739887714385,0.41533620804548227,0.45305261015891984
mp_world,left_thumb,arms_measure_only,1323,0.9962349397590361,0.8975056409835815,0.9016912579536438,0.9736325144767761,0.3972140669822693,0.14106040280312296,0.20037672817707042
mp_world,right_thumb,arms_measure_only,1323,0.9962349397590361,0.8958566784858704,0.8996922373771667,0.9739094972610474,0.9690931975841521,0.3818199560046194,0.4081562250852583
mp_world,left_hip,pelvis,1323,0.9962349397590361,0.977576494216919,0.978131890296936,0.9780561923980713,0.09570668423548341,0.09649944175034761,0.0402174074202776
